"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"SFT2","YBL102W","ORF","24098-24745","+","II",NA,NA,NA,NA,"0003674; 0000139; 0016021; 0000139; 0016192; 0016020; 0016021; 0006810; 0000138; 0000139; 0006810; 0016021; 0042147; 0015031; 0005794",84.86963302,85.18129742,86.1059269,87.43644698,90.59221811,91.78203841,92.53489459,94.74845868,85.80913156,82.10876044,81.86364901,90.09524212,23.34518756,23.26751903,23.17857068,23.11738136,23.20560394,22.38489884,23.82409122,25.59723179,26.7616481,26.53430489,25.41250829,23.02265673
"YBR096W","YBR096W","ORF","436021-436713","+","II",NA,NA,NA,NA,"0005783; 0008150; 0003674",74.61705247,72.65021389,70.80209064,69.52578889,68.47804945,70.31713918,73.50538737,80.04915733,76.94026888,73.96586409,69.99129981,66.55297464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTP1","YDL230W","ORF","42700-43707","+","IV",NA,NA,NA,NA,"0001403; 0005737; 0006470; 0006470; 0004725; 0004725; 0005739; 0006470; 0004725; 0004725; 0005739; 0004721; 0016791; 0016311; 0005737; 0005737; 0016787; 0007124",19.26055711,20.39256123,22.20583482,24.2486601,28.74938641,29.06368715,28.92943662,29.09303849,29.34517156,29.97111399,30.83142142,31.79149936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPT7","YBR081C","ORF","401253-405251","-","II",NA,NA,NA,NA,"0006461; 0006355; 0005739; 0000124; 0006351; 0005739; 0005198; 0005198; 0000747; 0016573; 0046695; 0006325; 0005634; 0005634; 0000124; 0006461",9.212338361,8.994051025,8.689987096,8.357508986,7.737488407,7.570605797,7.621058993,8.323566647,8.09730438,7.848602015,7.58605638,7.496728294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPC72","YAL047C","ORF","54989-56857","-","I",NA,0,0,1,"0005200; 0000022; 0030473; 0000070; 0005824; 0007020; 0005737; 0000741; 0005856; 0051301; 0031578; 0031578; 0005816; 0007049",9.550374605,9.516617549,9.485780721,9.43973509,9.422180302,9.313597783,9.298018864,9.551820884,9.466954014,10.05771099,11.43007722,14.13185067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRO77","YBL106C","ORF","10847-13879","-","II",NA,0,0,1,"0006893; 0017157; 0005935; 0019905; 0050708; 0017137; 0005096; 0005737; 0003674; 0006887; 0006893; 0005886; 0005886; 0030010; 0006887",5.981105141,5.967055964,6.006073914,6.090340821,6.350415598,6.467279891,6.773543702,7.529149145,8.468990524,8.901769289,8.899824205,8.017308479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PEX34","YCL056C","ORF","26925-27359","-","III",NA,NA,NA,NA,"0005737; 0007031; 0005777; 0016020; 0005779; 0007031; 0003674; 0016021; 0005778; 0007031",43.81215376,45.38943511,47.49794071,49.83234386,53.8575107,55.38960942,54.50434793,47.22460645,43.7265852,44.6876574,49.41952433,60.2149682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIM22","YDL217C","ORF","67983-68606","-","IV",NA,NA,NA,NA,"0005739; 0015266; 0005739; 0045039; 0005743; 0006810; 0016021; 0042721; 0045039; 0016020; 0042721; 0015031; 0005739; 0030943; 0005743; 0016021",57.02731855,57.91094031,58.9182371,59.86995108,61.65446324,61.28174894,59.80419334,55.94154891,55.92945064,57.85980228,62.26379445,70.21455045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPL23A","YBL087C","ORF","59822-60739","-","II",NA,0,1,0,"0005840; 0003735; 0005737; 0005737; 0002181; 0030529; 0006412; 0022625; 0003735; 0044822; 0070180; 0003735; 0005840",1537.853028,1548.682245,1557.983197,1568.373707,1570.652869,1587.428902,1615.490085,1676.953262,1738.632516,1720.133926,1626.695855,1411.200182,1104.892379,1103.023179,1089.299449,1056.501251,981.5958441,915.9339382,886.1968369,848.6225141,764.092215,731.2507906,748.1980825,847.4810048
"SOR2","YDL246C","ORF","8683-9756","-","IV",NA,NA,NA,NA,"0046872; 0003939; 0055114; 0019318; 0005575; 0016491; 0016491; 0055114; 0003939; 0008270; 0003939",0.256158968,0.361989287,0.511196005,0.687309207,0.997861715,1.139488853,1.190779933,1.041976729,0.947015016,1.074072419,1.378612225,1.982025276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARO4","YBR249C","ORF","716882-717994","-","II","chorismate biosynthesis",NA,NA,NA,"0009073; 0009423; 0005634; 0005737; 0003849; 0009423; 0016740; 0005737; 0005634; 0003849; 0003824; 0003849; 0009058; 0009073; 0008652",791.1908171,788.5960776,784.7468593,780.5723307,772.428908,770.9224446,769.8709958,765.0502995,778.497224,785.4092042,787.7525813,777.8942121,1656.21429,1628.388948,1583.330215,1504.303248,1342.800117,1307.077817,1299.305937,1323.344817,1349.018309,1270.670282,1195.733047,1158.342802
"YCL023C","YCL023C","ORF","78949-79296","-","III",NA,NA,NA,NA,NA,1.573498129,1.599959441,1.648169526,1.748784472,1.837674551,2.187859269,2.66580779,3.455861722,3.555171283,3.380540136,2.847550372,1.892912682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YDL176W","YDL176W","ORF","142097-144223","+","IV",NA,NA,NA,NA,"0005575; 0008150; 0003674",13.25069496,13.56881777,13.9621253,14.29379945,15.05990028,14.59316796,13.83876129,12.63642313,12.92888125,12.98914103,13.02699218,12.67336572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APN2","YBL019W","ORF","184353-185915","+","II",NA,NA,NA,NA,"0016829; 0003906; 0005634; 0046872; 0006281; 0006974; 0005634; 0005634; 0008270; 0006281; 0005622; 0004519; 0004518; 0003677; 0003906; 0008311; 0008081; 0005634; 0006284",10.66104842,10.50883603,10.37593366,10.25091911,10.29138833,10.05818936,9.908983435,10.24955271,9.982725505,9.634128035,9.20768822,8.763060189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEC18","YBR080C","ORF","398614-400890","-","II",NA,NA,NA,NA,"0005795; 0042144; 0016887; 0016236; 0035494; 0048211; 0043001; 0048219; 0048219; 0000045; 0048280; 0005737; 0006810; 0042144; 0015031; 0043332; 0005829; 0005794; 0035494; 0005524; 0000166; 0005524; 0016192; 0005737",28.7746081,28.17315541,27.61229505,27.2813473,27.18773744,27.82229716,28.7104221,30.44289969,29.63195045,28.07990463,25.43059364,21.66737983,172.2459797,172.708211,173.0260418,173.2703265,173.0121347,171.7648181,170.1629591,178.3493857,216.4502533,225.6719997,210.7010482,155.0356
"YAL026C-A","YAL026C-A","ORF","95386-95823","-","I",NA,NA,NA,NA,NA,26.04190372,26.05243386,25.8885962,25.56480507,24.45145628,23.91341763,24.2020186,26.6931681,29.25233936,31.33706655,33.40585982,34.99848317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAE1","YBR261C","ORF","734832-735530","-","II",NA,NA,NA,NA,"0016740; 0005737; 0005737; 0005737; 0071885; 0071885; 0005829; 0008168; 0002181; 0002181; 0018016; 0018016; 0008168; 0006480; 0032259",77.94498428,78.18404235,78.1706839,77.94068526,76.83255992,76.05642263,76.0908552,79.25815874,80.33588076,80.5970091,80.56478875,80.40809074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRPL27","YBR282W","ORF","768240-768680","+","II",NA,NA,NA,NA,"0005739; 0005739; 0005739; 0005840; 0030529; 0005762; 0006412; 0005739; 0032543; 0003735",46.11311718,48.27819664,50.96385729,53.64402382,58.53102175,58.4883787,56.14075877,49.72979322,45.53794358,43.87877858,44.57503325,49.44539117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH1","YCR032W","ORF","179520-186023","+","III",NA,0,0,1,"0005829; 0003674; 0005737; 0005737; 0016020; 0016020; 0006886; 0012505; 0016197; 0005543; 0000329; 0005739; 0031505; 0005739; 0009268; 0019898",3.703284532,3.611448144,3.506905961,3.403535757,3.255944427,3.21758559,3.254536719,3.508832922,3.434904722,3.316752475,3.130919862,2.888660743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCL012C","YCL012C","ORF","101317-101788","-","III",NA,NA,NA,NA,"0003674; 0008150; 0005575",40.61219953,43.9910153,49.00867033,54.22020488,65.71879339,64.88763487,60.8109396,52.49094336,45.54129759,45.86700447,52.94120911,71.01076217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR113W","YBR113W","ORF","465566-466048","+","II",NA,NA,NA,NA,NA,24.88247742,24.93031311,24.96804917,24.8842335,24.94833531,24.09409219,23.24963548,23.02281048,22.44438544,22.4985842,23.40641284,25.73585314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YPD1","YDL235C","ORF","33415-33918","-","IV",NA,NA,NA,NA,"0009927; 0000160; 0005737; 0043424; 0005737; 0005634; 0007234; 0007234; 0016772; 0005737; 0000160; 0005634; 0005634; 0004871; 0016310",116.2166239,116.0423498,115.4680052,114.6455748,112.5389885,111.9236777,111.2067876,109.9474943,108.4198029,110.1578045,115.6622311,127.8087993,14.14193372,14.53711385,15.69792033,17.74363975,20.88890228,29.62466366,35.94466064,41.46215708,42.86478211,46.73232488,52.57135596,62.55106918
"CDC28","YBR160W","ORF","560078-560974","+","II",NA,NA,NA,NA,"0007067; 0051301; 0007049; 0000166; 0016301; 0004693; 1990758; 1990802; 1990801; 1990803; 1990804; 2001033; 0007130; 0000706; 0004674; 0000993; 0070816; 0045944; 0006370; 0045875; 0016740; 0016310; 0004674; 1902002; 0060303; 0004674; 0016192; 0004672; 0010898; 0010898; 0000307; 0010696; 0007070; 0006468; 0006468; 0004672; 0005524; 0004674; 1902002; 0034504; 0032210; 0004674; 1990139; 0090169; 0010494; 0004674; 0010696; 0004674; 0045931; 0045931; 0051446; 0051446; 0051446; 0051447; 0045893; 0045893; 0045892; 0045892; 0045892; 0010571; 0010571; 0010571; 0010571; 0010570; 0010569; 0010568; 0010568; 0045930; 0018105; 0042393; 0005935; 0005816; 0005783; 0004693; 0000307; 0005634; 0000235; 0004674; 0004693; 0018107; 0018107; 0005524; 0004674; 0005840; 0005737; 0010696",36.81943729,37.24976058,37.77337263,38.03169332,39.22142242,37.31533709,34.64165585,30.81485963,30.11437467,29.12092909,28.35313498,27.2814932,17.14636879,17.14689782,17.28318773,17.44052061,17.12580521,20.52556397,23.0583566,25.01398219,23.85729212,22.84615659,23.27348004,27.09714398
"CDC10","YCR002C","ORF","117380-118348","-","III",NA,NA,NA,NA,"0032947; 0005876; 0070273; 0005545; 0003924; 0005935; 0042764; 0043934; 0000144; 0043332; 0016020; 0016020; 0010458; 0030011; 0032160; 0005198; 0000921; 0010314; 0000281; 0007049; 0005935; 0005628; 0005628; 0031105; 0005525; 0001400; 0000166; 0051301; 0005525; 0072687; 0031105",83.13755067,82.32306363,81.09222081,79.23536673,77.13369354,72.53654021,67.83698552,64.95051983,62.75497443,60.38331268,58.74056785,58.00525632,67.42931722,64.94927812,61.89423923,57.56959324,51.00288492,48.76723898,49.28966891,50.9924836,52.41510902,57.75215648,64.66751414,73.19454284
"RER1","YCL001W","ORF","111916-112482","+","III",NA,NA,NA,NA,"0006890; 0016021; 0000324; 0005794; 0016021; 0006888; 0003674; 0030134; 0016021; 0006621; 0000139; 0030137; 0030137; 0006890; 0016020",117.1751923,119.8338859,122.9749247,126.2382038,131.3259684,133.1939807,132.0668727,121.7065453,123.4298285,127.2758896,133.873799,143.2414218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALG7","YBR243C","ORF","705447-706793","-","II","lipid-linked oligosaccharide biosynthesis",NA,NA,NA,"0016757; 0003975; 0006488; 0003975; 0006486; 0043541; 0005789; 0019348; 0006047; 0005789; 0016021; 0005783; 0005783; 0008963; 0016021; 0009060; 0006487; 0016020; 0016740; 0016021; 0003975; 0006487",30.14786797,30.82398311,31.71100582,32.69363656,34.4523861,34.8711942,34.73500744,33.40621944,34.3313426,35.05717314,35.62562055,35.51073304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR226C","YBR226C","ORF","673155-673565","-","II",NA,NA,NA,NA,NA,12.81565679,13.01243337,13.35370718,13.99440072,14.89520018,16.74026802,19.03105226,21.8481756,23.8474164,22.22789556,16.48426859,4.053786783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATG12","YBR217W","ORF","657832-658392","+","II",NA,0,0,1,"0034045; 0006501; 0005737; 0005829; 0034045; 0006995; 0000422; 0006914; 0034274; 0034727; 0032258; 0015031; 0016020; 0006810; 0000045; 0008047; 0000045; 0019776; 0031386; 0031386; 0031386; 0044805; 0000407",23.90148589,24.67323231,25.77206539,26.99023358,29.57449663,29.86920246,29.37366857,27.28174327,27.40483499,27.13050676,26.49753681,24.94133582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VBA2","YBR293W","ORF","787006-788430","+","II",NA,NA,NA,NA,"0005783; 0055085; 0055085; 0016021; 0005773; 0055085; 0006810; 0016021; 0000329; 0015802; 0015174; 0015174; 0016021; 0006865; 0016020; 0005774",22.13532506,20.63546242,18.99604169,17.53278121,15.70090817,16.12084777,16.91128928,17.37299076,16.76322612,16.30737849,15.79853894,15.53150834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPS11B","YBR048W","ORF","332831-333812","+","II",NA,NA,NA,NA,"0005622; 0030529; 0003723; 0005840; 0005737; 0005737; 0030686; 0022627; 0000462; 0002181; 0006412; 0003735; 0019843; 0003735; 0005840; 0006412; 0000028",1827.346296,1826.552177,1824.374796,1824.0202,1818.977187,1834.213307,1842.578407,1818.998935,1823.025593,1827.145161,1831.517697,1836.974078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR089W","YBR089W","ORF","425183-425782","+","II",NA,NA,NA,NA,NA,66.48014032,67.02758688,67.37039866,67.79838282,67.29229511,69.28208913,70.29853231,67.68766241,64.77480966,64.04097491,65.2759126,71.01027974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MHF2","YDL160C-A","ORF","169366-169608","-","IV",NA,NA,NA,NA,"0003674; 0006281; 0006974; 0003677; 0071821; 0051382; 0006281; 0006974",59.51532998,60.41139533,61.44572812,62.06640911,63.40487241,60.88185022,58.00752687,56.00222339,55.50082808,54.72631276,53.99580372,52.51429737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FUS3","YBL016W","ORF","192451-193512","+","II",NA,NA,NA,NA,"0051301; 0016310; 0016301; 0005737; 0005737; 0005524; 0010494; 0004707; 0005634; 0005737; 0006468; 0004707; 0007050; 0043409; 0005739; 0000750; 0000750; 0005739; 0001403; 0004707; 0001403; 0001403; 0043332; 0006468; 0016740; 0007049; 0043332; 0042597; 0042597; 0046777; 0004672; 0006468; 0010526; 0005524; 0005634; 0004707; 0007067; 0046827; 0004672; 0000166; 0006468; 0000746; 0004674; 0005634; 0005634",61.17512592,60.79297207,60.03835276,58.94000705,56.73025415,54.8465433,53.62084316,54.90154339,55.95937966,54.38609578,50.51288487,42.57696399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFC1","YBR123C","ORF","484742-486691","-","II",NA,NA,NA,NA,"0006355; 0001041; 0005634; 0006351; 0003677; 0000127; 0001002; 0001005; 0001002; 0000127; 0001003; 0000127; 0008301; 0000127; 0042791; 0001009; 0001009; 0005634",14.76357645,14.53103114,14.08328398,13.33169299,12.07635377,10.21813996,8.565342798,8.048098933,8.501090097,9.347983876,11.0559103,13.64979278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TKL2","YBR117C","ORF","474392-476437","-","II","non-oxidative branch of the pentose phosphate pathway",NA,NA,NA,"0004802; 0004802; 0005634; 0005737; 0016740; 0046872; 0008152; 0004802; 0003824; 0006098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01554336,19.05545166,18.98604717,18.52099306,17.42073765,17.47963019,17.35283157,18.49389879,22.51131195,28.0895363,33.87096754,38.74619302
"INH1","YDL181W","ORF","135179-135436","+","IV",NA,NA,NA,NA,"0042030; 0035999; 0032780; 0005739; 0005739; 0005739; 0004857; 0005739; 0032780; 0005739; 0005739; 0009396; 0030272; 0006783; 0051117; 0042030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.007608147,9.665406451,10.03290433,9.969854444,9.004681008,7.650204357,6.549105511,6.047949994,8.468742804,10.18411017,10.91263871,9.579503334
"PCL9","YDL179W","ORF","138291-139205","+","IV",NA,NA,NA,NA,"0000307; 0051301; 0005935; 0000131; 0032878; 0032878; 0051726; 0000079; 0019901; 0016538; 0007049; 0000083; 0016538",36.77758269,36.10819998,35.01316302,33.56443782,30.84525111,29.05160526,27.32092103,25.7608564,24.87087925,23.93582358,23.16553178,22.46620578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR090C","YCR090C","ORF","272315-272863","-","III",NA,NA,NA,NA,"0008150; 0003674; 0005737; 0005634",60.59081981,61.26973902,62.13870983,63.16950972,64.90447779,65.89851609,65.79360999,62.23745328,62.96872089,64.60627271,67.17595748,70.63042809,1.888409281,1.871349852,1.797414219,1.576989854,1.085472753,1.05705432,1.431687346,2.123877627,3.26057647,3.572184793,3.176270907,1.64403161
"URA7","YBL039C","ORF","143989-145728","-","II","de novo biosynthesis of pyrimidine ribonucleotides",NA,NA,NA,"0005524; 0006241; 0003883; 0005737; 0003883; 0003883; 0000324; 0006221; 0044210; 0006541; 0003883; 0016874; 0000166; 0097268; 0019856; 0008654; 0006241; 0003883; 0006221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.32516649,66.58377334,67.18838486,68.36644735,70.73192749,72.60038793,73.64306598,74.08327319,73.04028977,75.16508401,79.46346783,87.00375266
"CLN3","YAL040C","ORF","65778-67520","-","I",NA,0,1,0,"0000079; 0016538; 0000079; 0016538; 0016538; 0007049; 0000083; 0000083; 0051301; 0007033; 0005634; 0005634; 0005634; 0008361; 0005634; 0042144; 0042144",21.87305515,20.58036423,18.91556891,17.34705781,14.3362351,14.9142675,16.78425177,21.0828105,22.78801967,23.26311497,22.58213146,20.46343697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN34","YAR008W","ORF","158966-159793","+","I",NA,NA,NA,NA,"0005739; 0000213; 0000213; 0000379; 0000379; 0000214; 0005634; 0005634; 0012505; 0005739; 0008033; 0000379; 0005741; 0016829; 0004518; 0016020; 0006388; 0005741; 0005741; 0000214; 0000379; 0003676; 0000213",16.93130385,17.22087666,17.53643706,17.96899973,18.28841816,19.37487673,20.41245004,20.79616645,21.56501397,22.41817012,23.35052129,24.50493849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TSC10","YBR265W","ORF","738582-739544","+","II","sphingolipid metabolism",NA,NA,NA,"0005783; 0016020; 0047560; 0047560; 0006665; 0005783; 0005783; 0005737; 0030148; 0030148; 0006666; 0016491; 0055114; 0005789; 0016021; 0005811; 0006665; 0006629; 0005741; 0005783",67.71800592,68.7885882,69.90619481,71.04709567,72.54306843,73.06715955,72.68712151,70.16599674,71.14693325,73.64120768,78.15664498,85.65420103,10.98932146,10.86071993,10.86985841,10.97452401,11.14092237,13.17366596,14.45226749,15.07895017,13.46893707,12.2060934,11.09421464,10.77220731
"CHS2","YBR038W","ORF","311898-314789","+","II","chitin biosynthesis",NA,NA,NA,"0016021; 0006031; 0005935; 0000916; 0000916; 0016758; 0016740; 0004100; 0071555; 0016020; 0016020; 0004100; 0006031; 0004100; 0016021; 0016757",14.84700178,13.76624102,12.58191826,11.44543058,9.938170339,9.839555175,10.11262389,10.71741655,9.727585574,8.406719498,6.445075469,3.737395684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RRT12","YCR045C","ORF","208135-209610","-","III",NA,0,0,1,"0008236; 0006508; 0005619; 0005635; 0031160; 0004252; 0030435; 0016787; 0030476; 0008236; 0004252; 0006508; 0008233; 0006508",18.32455457,17.9966816,17.54704499,16.99147792,16.04562603,15.38507993,15.12710303,15.84202571,16.90890662,17.48393343,17.80255352,17.36384943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RRP7","YCL031C","ORF","64675-65568","-","III",NA,NA,NA,NA,"0003674; 0005730; 0005634; 0000028; 0032545; 0042254; 0034456; 0006364; 0006364; 0005730; 0005634; 0006364; 0000028",99.64414829,100.9093496,101.4876628,101.1530193,99.25777874,95.2707235,92.30025543,93.80088111,101.4120565,100.714889,94.19522323,76.31340025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAK31","YCR020C-A","ORF","154830-155096","-","III",NA,NA,NA,NA,"0031417; 0006474; 0004596",81.4023419,83.20046971,85.68883877,88.46229329,93.63043446,94.81116555,94.90777613,93.47406367,93.25680639,94.99106379,98.53252046,104.8723567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL4","YCR014C","ORF","139185-140933","-","III",NA,NA,NA,NA,"0016740; 0005634; 0005634; 0006974; 0016779; 0003887; 0003887; 0046872; 0006303; 0006303; 0006281; 0003677; 0016779; 0034061; 0003887; 0006281; 0006303; 0006302; 0003887; 0005634",10.94890618,11.04711696,11.17784237,11.27027777,11.54051203,11.2106616,10.72300153,9.997424512,9.957078163,10.91779476,13.00450519,16.73854888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIC10","YCL057C-A","ORF","24032-24325","-","III",NA,NA,NA,NA,"0061024; 0016020; 0061617; 0005739; 0042407; 0044284; 0061617; 0016021; 0005739; 0005743; 0061617; 0042407; 0042407; 0005739; 0003674; 0005743",226.9183579,235.3411257,248.0273672,261.2371005,289.3493039,289.1315297,279.78243,253.2561558,236.0919969,232.3864876,239.0382525,260.8678944,29.09038475,30.77774448,32.38495793,34.24713436,36.57738942,33.70177124,30.96699552,27.56143434,25.1185827,25.03454352,26.80816678,30.82578389
"YAL045C","YAL045C","ORF","57488-57796","-","I",NA,NA,NA,NA,NA,54.40195423,56.37897856,59.24075199,62.48493471,68.75359992,70.52474796,70.44067164,66.76953234,62.81329051,63.66019437,68.70313208,81.27531466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RKM3","YBR030W","ORF","298292-299950","+","II",NA,NA,NA,NA,"0005829; 0016740; 0008168; 0005634; 0032259; 0005634; 0005634; 0018026; 0018026; 0005634; 0016279; 0016279; 0018026",31.86927788,32.02601092,31.94991271,31.76779467,30.93517996,30.95763148,30.33432252,27.55077357,27.11304066,26.01930104,24.41811796,21.97636714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR001W","YCR001W","ORF","115685-115999","+","III",NA,NA,NA,NA,"0008150; 0005575; 0003674",6.305180431,6.178228062,5.998278176,5.783357881,5.55576884,5.20007525,5.027085716,5.455802039,6.186909222,6.217815981,5.794695806,4.510878596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SDS24","YBR214W","ORF","651415-652998","+","II",NA,NA,NA,NA,"0006897; 0003674; 0005737; 0005737; 0030071; 0000920; 0005737; 0005737; 0005829; 0042149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.45659233,21.55824341,22.32712992,23.83583326,26.55700011,33.11187322,35.83758387,39.06419276,43.12046768,45.28776703,45.62305776,43.3227004
"ACK1","YDL203C","ORF","96082-97953","-","IV",NA,NA,NA,NA,"0005739; 0005739; 0003674; 0009967; 0031505",20.55679567,21.1414809,21.69819087,22.10080762,22.44575062,21.79743797,21.01144511,20.63850669,20.96354914,21.69138477,23.08398235,25.35189845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FTH1","YBR207W","ORF","635146-636543","+","II",NA,NA,NA,NA,"0016021; 0006827; 0055072; 0005381; 0005773; 0006897; 0016021; 0000329; 0000329; 0006810; 0005783; 0016020; 0033573; 0006827; 0005381; 0016020; 0006811; 0005774",55.81078969,56.57743558,57.51510577,58.10460909,59.84272755,57.20122041,54.46382085,53.2785868,54.93194923,56.56041607,59.10660738,61.963546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
