Orf,Name,Annotation,GOSlim cellular component,130min,170min,Overnight
YIL039W,TED1,Conserved phosphoesterase domain-containing protein; acts together with Emp24p/Erv25p in cargo exit from the ER; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO),"cytoplasm,endomembrane system,endoplasmic reticulum",0.297039123,-0.25625542,-0.55261873
YFR031C-A,RPL2A,"Ribosomal 60S subunit protein L2A; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2A has a paralog, RPL2B, that arose from the whole genome duplication","cytoplasm,ribosome",0.183685745,0.162488448,0.114032257
YDR307W,PMT7,Putative protein mannosyltransferase similar to Pmt1p; has a potential role in protein O-glycosylation,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane",-0.683197811,-0.471558146,1.141559627
YNL284C,MRPL10,Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels,"cytoplasm,mitochondrion,ribosome",0.386367069,0.428042454,0.148184029
YJL018W,,,,0.124712459,0.440363151,-0.098941772
YDL212W,SHR3,Endoplasmic reticulum packaging chaperone; required for incorporation of amino acid permeases into COPII coated vesicles for transport to the cell surface,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane,site of polarized growth",-0.530455437,-0.088323866,-0.401130036
YDR079C-A,TFB5,Component of RNA polymerase II general transcription factor TFIIH; involved in transcription initiation and in nucleotide-excision repair; relocalizes to the cytosol in response to hypoxia; homolog of Chlamydomonas reinhardtii REX1-S protein involved in D,"cytoplasm,nucleus",0.3554316,0.045680466,0.79350297
YNL213C,RRG9,"Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","cytoplasm,mitochondrion",-1.0726939,-0.091737045,-0.511441995
YDR508C,GNP1,"High-affinity glutamine permease; also transports Leu, Ser, Thr, Cys, Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids; GNP1 has a paralog, AGP1, that arose from the whole","cytoplasm,membrane,mitochondrion,plasma membrane",,-1.900506527,-0.677854477
YNL051W,COG5,Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments,"Golgi apparatus,cytoplasm,endomembrane system",-0.448174577,-0.348859134,-0.068616133
YMR257C,PET111,Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",,0.02497188,0.90746765
YMR229C,RRP5,RNA binding protein involved in synthesis of both 18S and 5.8S rRNAs; component of both the ribosomal small subunit (SSU) processosome and the 90S preribosome; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transc,"nucleolus,nucleus",0.768273134,0.594678621,-2.325689776
YDR100W,TVP15,Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p,"Golgi apparatus,cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",0.001921839,1.081553961,0.346244256
YKL140W,TGL1,"Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes",membrane,-1.203891203,-1.241102158,-0.892260439
YNL275W,BOR1,"Boron efflux transporter of the plasma membrane; binds HCO3-, I-, Br-, NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1","cytoplasm,membrane,plasma membrane,vacuole",-1.311243756,-0.834964554,0.031872821
YLR427W,MAG2,Cytoplasmic protein of unknown function; induced in response to mycotoxin patulin; ubiquitinated protein similar to the human ring finger motif protein RNF10; predicted to be involved in repair of alkylated DNA due to interaction with MAG1,cytoplasm,-0.029427869,-0.473115151,1.878687326
YGL174W,BUD13,Subunit of the RES complex; RES complex is required for nuclear pre-mRNA retention and splicing; involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern due to a specific defect in MATa1 ,nucleus,0.370048572,0.250243818,-0.493498944
YOR352W,TFB6,"Subunit of TFIIH complex; facilities dissociation of the Ssl2p helices from TFIIH; expression levels regulated by Arg5,6p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus","cytoplasm,nucleus",-0.447748261,-0.794247049,0.421316222
YJR075W,HOC1,"Alpha-1,6-mannosyltransferase; involved in cell wall mannan biosynthesis; subunit of a Golgi-localized complex that also contains Anp1p, Mnn9p, Mnn11p, and Mnn10p; identified as a suppressor of a cell lysis sensitive pkc1-371 allele","Golgi apparatus,cytoplasm,endomembrane system,membrane",-2.052989037,-0.512714115,0.096052932
YGR246C,BRF1,"TFIIIB B-related factor; one of three subunits of RNA polymerase III transcription initiation factor TFIIIB, binds TFIIIC and TBP and recruits RNA pol III to promoters, amino-terminal half is homologous to TFIIB",nucleus,-0.763318665,0.163353958,-0.14534267
YMR184W,ADD37,Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abund,cytoplasm,0.955411197,0.669953436,-0.2603559
YNL010W,YNL010W,Putative protein of unknown function; similar to phosphoserine phosphatases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; homozygous diploid mutant shows an increase in glycogen accumulation,"cytoplasm,nucleus",-0.159159578,-0.39850451,-0.036611096
YPL087W,YDC1,"Alkaline dihydroceramidase, involved in sphingolipid metabolism; preferentially hydrolyzes dihydroceramide to a free fatty acid and dihydrosphingosine; has a minor reverse activity; YDC1 has a paralog, YPC1, that arose from the whole genome duplication","cytoplasm,endomembrane system,endoplasmic reticulum,membrane,vacuole",-1.508709779,0.29229484,0.124073537
YER149C,PEA2,"Coiled-coil 12S polarisome subunit; required for polarity establishment, apical bud growth, shmoo formation, filamentous differentiation; involved in Bni1p localization at sites of polarized growth, controlling polarized assembly of actin cables; role in ","cell cortex,cellular bud,cytoplasm,site of polarized growth",0.287152964,0.447570945,-0.233992607
YOR101W,RAS1,GTPase involved in G-protein signaling in adenylate cyclase activation; plays a role in cell proliferation; localized to the plasma membrane; homolog of mammalian RAS proto-oncogenes; relative distribution to the nucleus increases upon DNA replication str,"cytoplasm,membrane,nucleus,plasma membrane",-1.064711708,-0.596008412,0.37503855
YOL116W,MSN1,"Transcriptional activator; involved in regulation of invertase and glucoamylase expression, invasive growth and pseudohyphal differentiation, iron uptake, chromium accumulation, and response to osmotic stress; localizes to the nucleus; relative distributi","cytoplasm,nucleus",-1.029767901,-0.21314116,-2.083038845
YGL201C,MCM6,Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p,"chromosome,cytoplasm,nucleus",1.025295798,0.863899862,-0.114166616
YPR118W,MRI1,5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway,"cytoplasm,nucleus",-0.491832104,-0.449484354,-0.335616284
YBR010W,HHT1,"Histone H3; core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT2); regulated by acetylation, methylation, and phosphorylation; H3K14 acetylati","chromosome,nucleus",0.887579637,0.79859645,0.188520397
YIL109C,SEC24,"Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog, SFB2, that arose from the whole genome duplication","cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",0.534055095,0.577340361,-0.319472521
YMR293C,HER2,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; required for remodeling of ER caused by Hmg2p overexpression; similar to bacterial GatA glutamyl-tRNA amidotransferase,"cytoplasm,mitochondrion",0.725242403,0.301206259,0.870895967
YPL135W,ISU1,"Conserved protein of the mitochondrial matrix; performs a scaffolding function during assembly of iron-sulfur clusters, interacts physically and functionally with yeast frataxin (Yfh1p); isu1 isu2 double mutant is inviable; ISU1 has a paralog, ISU2, that ","cytoplasm,mitochondrion",1.160389767,1.120775505,0.319687056
YNL298W,CLA4,"Cdc42p-activated signal transducing kinase; member of the PAK (p21-activated kinase) family, along with Ste20p and Skm1p; involved in septin ring assembly, vacuole inheritance, cytokinesis, sterol uptake regulation; phosphorylates Cdc3p and Cdc10p; CLA4 h","cellular bud,cytoplasm,nucleus,vacuole",0.326452637,-0.175323586,-1.065257327
YLR058C,SHM2,"Cytosolic serine hydroxymethyltransferase; converts serine to glycine plus 5,10 methylenetetrahydrofolate; major isoform involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis","cytoplasm,membrane,plasma membrane,site of polarized growth",0.252776261,-0.00310578,0.008739806
YLR370C,ARC18,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches,"cytoplasm,cytoskeleton,mitochondrion",1.706598198,0.973710695,0.145751009
YDL083C,RPS16B,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16B has a paralog, RPS16A, that arose from the whole genome duplication","cytoplasm,ribosome",-0.383045054,-0.549618748,0.086991021
YPL082C,MOT1,Essential protein involved in regulation of transcription; removes Spt15p (TBP) from DNA via its C-terminal ATPase activity; may have a role in ensuring that soluble TBP is available to bind TATA-less promoters; forms a complex with TBP that binds TATA DN,"chromosome,cytoplasm,mitochondrion,nucleus",0.84225739,0.666789125,-0.22064258
YGL040C,HEM2,"Aminolevulinate dehydratase; a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis; enzymatic activity is zinc-dependent; localizes to the cytoplasm and nucleus","cytoplasm,nucleus",0.544644436,-0.036052777,-0.703720111
YOR244W,ESA1,Catalytic subunit of the histone acetyltransferase complex (NuA4); acetylates four conserved internal lysines of histone H4 N-terminal tail and can acetylate histone H2A; master regulator of cellular acetylation balance; required for cell cycle progressio,"chromosome,nucleus",0.999659745,0.452494469,-0.516019897
YKL091C,YKL091C,"Putative phosphatidylinositol/phosphatidylcholine transfer protein; possibly involved in lipid metabolism; localizes to the nucleus; contains a CRAL/TRIO domain and binds several lipids in a large-scale study; YKL091C has a paralog, SEC14, that arose from",nucleus,0.2590884,-0.269063437,0.094132855
YJL117W,PHO86,"Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p, specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress","cytoplasm,endomembrane system,endoplasmic reticulum",0.294492034,0.666708842,0.298145843
YKL190W,CNB1,"Calcineurin B; regulatory subunit of calcineurin, a Ca++/calmodulin-regulated type 2B protein phosphatase which regulates Crz1p (stress-response transcription factor); other calcineurin subunit encoded by CNA1 and/or CMP1; regulates function of Aly1p alph",other,0.781088493,0.997745224,-0.474644695
YPL249C,GYP5,"GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p; involved in recruiting Rvs167","Golgi apparatus,cellular bud,cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane,plasma membrane,site of polarized growth",,-0.76467673,1.281620999
YDR326C,YSP2,"Protein involved in programmed cell death; mutant shows resistance to cell death induced by amiodarone or intracellular acidification; YSP2 has a paralog, YHR080C, that arose from the whole genome duplication","cytoplasm,mitochondrion",-0.23484702,-0.706930072,1.317422641
