"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN"
"YKT6","YKL196C","ORF","74932-75534","-","XI"
"MIA40","YKL195W","ORF","75821-77032","+","XI"
"MST1","YKL194C","ORF","77258-78646","-","XI"
"SDS22","YKL193C","ORF","78866-79882","-","XI"
"ACP1","YKL192C","ORF","80160-80537","-","XI"
"DPH2","YKL191W","ORF","81035-82639","+","XI"
"CNB1","YKL190W","ORF","82947-83550","+","XI"
"YKLCdelta2","YKLCdelta2","long_terminal_repeat","83808-84115","-","XI"
"tL(UAA)K","tL(UAA)K","tRNA_gene","84208-84291","+","XI"
"HYM1","YKL189W","ORF","84704-85903","+","XI"
"PXA2","YKL188C","ORF","86225-88786","-","XI"
"ARS1104","ARS1104","ARS","88789-89287","0","XI"
"FAT3","YKL187C","ORF","89284-91536","-","XI"
"MTR2","YKL186C","ORF","92744-93298","-","XI"
"ASH1","YKL185W","ORF","94499-96265","+","XI"
"SPE1","YKL184W","ORF","96757-98157","+","XI"
"ARS1125","ARS1125","ARS","98364-98523","0","XI"
"YKL183C-A","YKL183C-A","ORF","98395-98607","-","XI"
"LOT5","YKL183W","ORF","98721-99641","+","XI"
"FAS1","YKL182W","ORF","100671-106826","+","XI"
"PRS1","YKL181W","ORF","107316-108599","+","XI"
"RPL17A","YKL180W","ORF","109269-110129","+","XI"
"COY1","YKL179C","ORF","110464-112503","-","XI"
"STE3","YKL178C","ORF","113215-114627","-","XI"
"YKL177W","YKL177W","ORF","114356-114694","+","XI"
"LST4","YKL176C","ORF","115500-117986","-","XI"
"ZRT3","YKL175W","ORF","118793-120304","+","XI"
"TPO5","YKL174C","ORF","120380-122236","-","XI"
"SNU114","YKL173W","ORF","122517-125543","+","XI"
"EBP2","YKL172W","ORF","125759-127042","+","XI"
"NNK1","YKL171W","ORF","127475-130261","+","XI"
"MRPL38","YKL170W","ORF","130634-131050","+","XI"
"YKL169C","YKL169C","ORF","130685-131068","-","XI"
"KKQ8","YKL168C","ORF","131288-133462","-","XI"
"MRP49","YKL167C","ORF","133721-134134","-","XI"
"TPK3","YKL166C","ORF","134509-135705","-","XI"
"YKL165C-A","YKL165C-A","ORF","135790-136023","-","XI"
"MCD4","YKL165C","ORF","137932-140691","-","XI"
"tE(UUC)K","tE(UUC)K","tRNA_gene","141018-141089","-","XI"
"PIR1","YKL164C","ORF","141794-142819","-","XI"
"PIR3","YKL163W","ORF","144401-145378","+","XI"
"YKL162C-A","YKL162C-A","ORF","145922-146074","-","XI"
"YKL162C","YKL162C","ORF","147630-148838","-","XI"
"KDX1","YKL161C","ORF","149386-150687","-","XI"
"ARS1106","ARS1106","ARS","153020-153135","0","XI"
"ELF1","YKL160W","ORF","153269-153706","+","XI"
"RCN1","YKL159C","ORF","153816-154451","-","XI"
"APE2","YKL157W","ORF","154991-158232","+","XI"
"RPS27A","YKL156W","ORF","158613-159212","+","XI"
"YKL156C-A","YKL156C-A","ORF","158975-159091","-","XI"
"RSM22","YKL155C","ORF","159456-161342","-","XI"
"SRP102","YKL154W","ORF","161601-162335","+","XI"
"tR(UCU)K","tR(UCU)K","tRNA_gene","162487-162558","-","XI"
"YKLWdelta3","YKLWdelta3","long_terminal_repeat","162831-163169","+","XI"
"YKL153W","YKL153W","ORF","163600-164109","+","XI"
"GPM1","YKL152C","ORF","163642-164385","-","XI"
"YKL151C","YKL151C","ORF","164917-165930","-","XI"
"MCR1","YKL150W","ORF","166544-167452","+","XI"
"DBR1","YKL149C","ORF","167612-168829","-","XI"
"SDH1","YKL148C","ORF","169207-171129","-","XI"
"YKL147C","YKL147C","ORF","171551-172168","-","XI"
"AVT3","YKL146W","ORF","171783-173861","+","XI"
"RPT1","YKL145W","ORF","174213-175616","+","XI"
"YKL145W-A","YKL145W-A","ORF","174958-175050","+","XI"
"RPC25","YKL144C","ORF","175843-176481","-","XI"
"LTV1","YKL143W","ORF","176781-178172","+","XI"
"MRP8","YKL142W","ORF","178515-179174","+","XI"
"SDH3","YKL141W","ORF","179667-180263","+","XI"
"TGL1","YKL140W","ORF","180779-182425","+","XI"
"CTK1","YKL139W","ORF","182958-184544","+","XI"
"HSK3","YKL138C-A","ORF","184803-185012","-","XI"
"MRPL31","YKL138C","ORF","185286-185681","-","XI"
"CMC1","YKL137W","ORF","185957-186292","+","XI"
"YKL136W","YKL136W","ORF","186416-186814","+","XI"
"APL2","YKL135C","ORF","186460-188640","-","XI"
"OCT1","YKL134C","ORF","189124-191442","-","XI"
"YKL133C","YKL133C","ORF","191679-193070","-","XI"
"RMA1","YKL132C","ORF","193574-194866","-","XI"
"YKL131W","YKL131W","ORF","194478-194999","+","XI"
"SHE2","YKL130C","ORF","195288-196028","-","XI"
"ARS1126","ARS1126","ARS","196042-196287","0","XI"
"MYO3","YKL129C","ORF","196349-200167","-","XI"
"PMU1","YKL128C","ORF","200884-201771","-","XI"
"YKLCsigma1","YKLCsigma1","long_terminal_repeat","202644-202983","-","XI"
"tK(CUU)K","tK(CUU)K","tRNA_gene","202999-203071","+","XI"
"PGM1","YKL127W","ORF","203541-205253","+","XI"
"YPK1","YKL126W","ORF","205707-207749","+","XI"
"RRN3","YKL125W","ORF","208247-210130","+","XI"
"SSH4","YKL124W","ORF","210593-212332","+","XI"
"YKL123W","YKL123W","ORF","212043-212423","+","XI"
"SRP21","YKL122C","ORF","212495-212998","-","XI"
"ARS1127","ARS1127","ARS","213439-213743","0","XI"
"DGR2","YKL121W","ORF","214142-216700","+","XI"
"OAC1","YKL120W","ORF","217344-218318","+","XI"
"VPH2","YKL119C","ORF","218570-219217","-","XI"
"YKL118W","YKL118W","ORF","219126-219437","+","XI"
"YKLCdelta4","YKLCdelta4","long_terminal_repeat","219395-219723","-","XI"
"tA(AGC)K1","tA(AGC)K1","tRNA_gene","219895-219967","+","XI"
"SBA1","YKL117W","ORF","220324-220974","+","XI"
"PRR1","YKL116C","ORF","221344-222900","-","XI"
"YKL115C","YKL115C","ORF","222893-223285","-","XI"
"APN1","YKL114C","ORF","223352-224455","-","XI"
"RAD27","YKL113C","ORF","224727-225875","-","XI"
"ABF1","YKL112W","ORF","226570-228765","+","XI"
"YKL111C","YKL111C","ORF","228464-228799","-","XI"
"KTI12","YKL110C","ORF","228939-229880","-","XI"
"HAP4","YKL109W","ORF","232227-233891","+","XI"
"SLD2","YKL108W","ORF","234426-235787","+","XI"
"YKL107W","YKL107W","ORF","236141-237070","+","XI"
"YKL106C-A","YKL106C-A","ORF","237147-237266","-","XI"
"AAT1","YKL106W","ORF","237536-238891","+","XI"
"SEG2","YKL105C","ORF","239185-242583","-","XI"
"GFA1","YKL104C","ORF","243220-245373","-","XI"
"APE1","YKL103C","ORF","246138-247682","-","XI"
"YKL102C","YKL102C","ORF","248062-248367","-","XI"
"HSL1","YKL101W","ORF","248920-253476","+","XI"
"YPF1","YKL100C","ORF","253697-255460","-","XI"
"YKL100W-A","YKL100W-A","ORF","254159-254248","+","XI"
"UTP11","YKL099C","ORF","255720-256472","-","XI"
"MTC2","YKL098W","ORF","256770-257843","+","XI"
"YKL097C","YKL097C","ORF","258503-258913","-","XI"
"YKL096C-B","YKL096C-B","ORF","259073-259222","-","XI"
"CWP2","YKL096W-A","ORF","259253-259531","+","XI"
"CWP1","YKL096W","ORF","261132-261851","+","XI"
"YJU2","YKL095W","ORF","262277-263113","+","XI"
"YJU3","YKL094W","ORF","263349-264290","+","XI"
"MBR1","YKL093W","ORF","264789-265808","+","XI"
"BUD2","YKL092C","ORF","266145-269459","-","XI"
"YKL091C","YKL091C","ORF","269718-270650","-","XI"
"CUE2","YKL090W","ORF","271878-273209","+","XI"
"MIF2","YKL089W","ORF","273394-275043","+","XI"
"CAB3","YKL088W","ORF","275283-276998","+","XI"
"CYT2","YKL087C","ORF","277189-277863","-","XI"
"SRX1","YKL086W","ORF","278281-278664","+","XI"
"MDH1","YKL085W","ORF","279123-280127","+","XI"
"HOT13","YKL084W","ORF","280509-280859","+","XI"
"YKL083W","YKL083W","ORF","280921-281535","+","XI"
"RRP14","YKL082C","ORF","281025-282329","-","XI"
"TEF4","YKL081W","ORF","282891-284455","+","XI"
"SNR38","snR38","snoRNA_gene","283185-283279","+","XI"
"VMA5","YKL080W","ORF","285030-286208","+","XI"
"SMY1","YKL079W","ORF","286603-288573","+","XI"
"DHR2","YKL078W","ORF","288845-291052","+","XI"
"YKL077W","YKL077W","ORF","291453-292631","+","XI"
"PSY1","YKL076C","ORF","292838-293221","-","XI"
"YKL075C","YKL075C","ORF","292956-294308","-","XI"
"MUD2","YKL074C","ORF","294610-296193","-","XI"
"LHS1","YKL073W","ORF","296430-299075","+","XI"
"STB6","YKL072W","ORF","299582-301882","+","XI"
"YKLCdelta5","YKLCdelta5","long_terminal_repeat","302334-302625","-","XI"
"tW(CCA)K","tW(CCA)K","tRNA_gene","302918-303023","+","XI"
"YKL071W","YKL071W","ORF","305114-305884","+","XI"
"YKL070W","YKL070W","ORF","306211-306720","+","XI"
"YKL069W","YKL069W","ORF","307285-307827","+","XI"
"tV(AAC)K1","tV(AAC)K1","tRNA_gene","308144-308217","-","XI"
"YKL068W-A","YKL068W-A","ORF","309206-309442","+","XI"
"NUP100","YKL068W","ORF","310199-313078","+","XI"
"tH(GUG)K","tH(GUG)K","tRNA_gene","313401-313472","-","XI"
"YKLCdelta6","YKLCdelta6","long_terminal_repeat","313602-313919","-","XI"
"YKLWdelta7","YKLWdelta7","long_terminal_repeat","314193-314524","+","XI"
"YNK1","YKL067W","ORF","314812-315273","+","XI"
"YKL066W","YKL066W","ORF","315281-315724","+","XI"
"YKL065W-A","YKL065W-A","ORF","315954-316175","+","XI"
"YET1","YKL065C","ORF","316437-317057","-","XI"
"MNR2","YKL064W","ORF","317764-320673","+","XI"
"YKL063C","YKL063C","ORF","321015-321518","-","XI"
"MSN4","YKL062W","ORF","323228-325120","+","XI"
"BLI1","YKL061W","ORF","325771-326112","+","XI"
"FBA1","YKL060C","ORF","326408-327487","-","XI"
"MPE1","YKL059C","ORF","328118-329443","-","XI"
"ARS1109","ARS1109","ARS","329682-329930","0","XI"
"TOA2","YKL058W","ORF","330166-330534","+","XI"
"NUP120","YKL057C","ORF","330856-333969","-","XI"
"TMA19","YKL056C","ORF","334412-334915","-","XI"
"OAR1","YKL055C","ORF","335321-336157","-","XI"
"DEF1","YKL054C","ORF","336537-338753","-","XI"
"MDM35","YKL053C-A","ORF","339182-339442","-","XI"
"YKL053W","YKL053W","ORF","339572-339946","+","XI"
"ASK1","YKL052C","ORF","339668-340546","-","XI"
"SFK1","YKL051W","ORF","341312-342373","+","XI"
"YKL050C","YKL050C","ORF","342852-345620","-","XI"
"CSE4","YKL049C","ORF","346075-346764","-","XI"
"ELM1","YKL048C","ORF","347214-349136","-","XI"
"ANR2","YKL047W","ORF","349463-351013","+","XI"
"DCW1","YKL046C","ORF","351275-352624","-","XI"
"PRI2","YKL045W","ORF","353493-355079","+","XI"
"MMO1","YKL044W","ORF","356322-356642","+","XI"
"PHD1","YKL043W","ORF","356748-357848","+","XI"
"SPC42","YKL042W","ORF","358475-359566","+","XI"
"VPS24","YKL041W","ORF","360143-360817","+","XI"
"NFU1","YKL040C","ORF","361058-361828","-","XI"
"PTM1","YKL039W","ORF","362622-364193","+","XI"
"SNR69","snR69","snoRNA_gene","364776-364876","+","XI"
"RGT1","YKL038W","ORF","365605-369117","+","XI"
"AIM26","YKL037W","ORF","369365-369721","+","XI"
"YKL036C","YKL036C","ORF","369528-369920","-","XI"
"UGP1","YKL035W","ORF","369891-371390","+","XI"
"TUL1","YKL034W","ORF","371829-374105","+","XI"
"YKL033W-A","YKL033W-A","ORF","374505-375215","+","XI"
"TTI1","YKL033W","ORF","375456-378572","+","XI"
"tV(AAC)K2","tV(AAC)K2","tRNA_gene","379680-379753","+","XI"
"IXR1","YKL032C","ORF","380065-381858","-","XI"
"YKL031W","YKL031W","ORF","382072-382485","+","XI"
"YKL030W","YKL030W","ORF","382498-383103","+","XI"
"MAE1","YKL029C","ORF","382716-384725","-","XI"
"TFA1","YKL028W","ORF","385758-387206","+","XI"
"TCD2","YKL027W","ORF","387562-388905","+","XI"
"ARS1112","ARS1112","ARS","388970-389264","0","XI"
"GPX1","YKL026C","ORF","389380-389883","-","XI"
"PAN3","YKL025C","ORF","390240-392279","-","XI"
"URA6","YKL024C","ORF","392526-393140","-","XI"
"YKL023C-A","YKL023C-A","ORF","393146-393373","-","XI"
"YKL023W","YKL023W","ORF","393721-394554","+","XI"
"CDC16","YKL022C","ORF","394726-397248","-","XI"
"MAK11","YKL021C","ORF","397344-398750","-","XI"
"SPT23","YKL020C","ORF","398832-402080","-","XI"
"RAM2","YKL019W","ORF","402568-403518","+","XI"
"YKL018C-A","YKL018C-A","ORF","403580-403879","-","XI"
"SWD2","YKL018W","ORF","404102-405091","+","XI"
"HCS1","YKL017C","ORF","405190-407241","-","XI"
"ATP7","YKL016C","ORF","407465-407989","-","XI"
"PUT3","YKL015W","ORF","408544-411483","+","XI"
"URB1","YKL014C","ORF","411619-416913","-","XI"
"ARS1113","ARS1113","ARS","417185-417417","0","XI"
"ARC19","YKL013C","ORF","417508-418023","-","XI"
"PRP40","YKL012W","ORF","418310-420061","+","XI"
"CCE1","YKL011C","ORF","420155-421216","-","XI"
"UFD4","YKL010C","ORF","421424-425875","-","XI"
"MRT4","YKL009W","ORF","426242-426952","+","XI"
"LAC1","YKL008C","ORF","427295-428551","-","XI"
"CAP1","YKL007W","ORF","429302-430108","+","XI"
"SFT1","YKL006C-A","ORF","430198-430632","-","XI"
"SNR87","snR87","snoRNA_gene","431030-431138","-","XI"
"RPL14A","YKL006W","ORF","431906-432720","+","XI"
"BYE1","YKL005C","ORF","433093-434877","-","XI"
"AUR1","YKL004W","ORF","435580-436785","+","XI"
"MRP17","YKL003C","ORF","437097-437492","-","XI"
"DID4","YKL002W","ORF","437778-438544","+","XI"
"MET14","YKL001C","ORF","438777-439385","-","XI"
"CEN11","CEN11","centromere","440129-440246","-","XI"
"VPS1","YKR001C","ORF","440608-442722","-","XI"
"PAP1","YKR002W","ORF","443232-444938","+","XI"
"OSH6","YKR003W","ORF","445381-446727","+","XI"
"ECM9","YKR004C","ORF","446799-448036","-","XI"
"ARS1114","ARS1114","ARS","448020-448254","0","XI"
"YKR005C","YKR005C","ORF","448521-450167","-","XI"
"MRPL13","YKR006C","ORF","450423-451217","-","XI"
"MEH1","YKR007W","ORF","451434-451988","+","XI"
"RSC4","YKR008W","ORF","452201-454078","+","XI"
"FOX2","YKR009C","ORF","454352-457054","-","XI"
"YKRCdelta8","YKRCdelta8","long_terminal_repeat","458140-458471","-","XI"
"tL(CAA)K","tL(CAA)K","tRNA_gene","458557-458670","+","XI"
"TOF2","YKR010C","ORF","458924-461239","-","XI"
"YKR011C","YKR011C","ORF","461635-462696","-","XI"
"ARS1115","ARS1115","ARS","462699-463742","0","XI"
"YKR012C","YKR012C","ORF","463739-464116","-","XI"
"PRY2","YKR013W","ORF","463959-464948","+","XI"
"YPT52","YKR014C","ORF","465367-466071","-","XI"
"YKR015C","YKR015C","ORF","466961-468667","-","XI"
"MIC60","YKR016W","ORF","469717-471339","+","XI"
"HEL1","YKR017C","ORF","471694-473349","-","XI"
"YKR018C","YKR018C","ORF","473723-475900","-","XI"
"IRS4","YKR019C","ORF","476216-478063","-","XI"
"VPS51","YKR020W","ORF","478338-478832","+","XI"
"ALY1","YKR021W","ORF","479234-481981","+","XI"
"NTR2","YKR022C","ORF","482171-483139","-","XI"
"YKR023W","YKR023W","ORF","483419-485011","+","XI"
"DBP7","YKR024C","ORF","485144-487372","-","XI"
"RPC37","YKR025W","ORF","487770-488618","+","XI"
"GCN3","YKR026C","ORF","488738-489655","-","XI"
"YKRCdelta9","YKRCdelta9","long_terminal_repeat","490286-490416","-","XI"
"YKRWdelta10","YKRWdelta10","long_terminal_repeat","490464-490787","+","XI"
"tR(ACG)K","tR(ACG)K","tRNA_gene","490968-491040","+","XI"
"BCH2","YKR027W","ORF","491364-493661","+","XI"
"SAP190","YKR028W","ORF","494257-497358","+","XI"
"SET3","YKR029C","ORF","497578-499833","-","XI"
"GMH1","YKR030W","ORF","500282-501103","+","XI"
"SPO14","YKR031C","ORF","501344-506395","-","XI"
"YKR032W","YKR032W","ORF","506517-506831","+","XI"
"YKR033C","YKR033C","ORF","506879-507304","-","XI"
"DAL80","YKR034W","ORF","506898-507707","+","XI"
"OPI8","YKR035C","ORF","507920-508561","-","XI"
"DID2","YKR035W-A","ORF","507939-508553","+","XI"
"CAF4","YKR036C","ORF","508702-510633","-","XI"
"SPC34","YKR037C","ORF","510910-511797","-","XI"
"KAE1","YKR038C","ORF","511999-513159","-","XI"
"tD(GUC)K","tD(GUC)K","tRNA_gene","513332-513403","-","XI"
"YKRCdelta11","YKRCdelta11","long_terminal_repeat","513532-513846","-","XI"
"GAP1","YKR039W","ORF","515063-516871","+","XI"
"ARS1116","ARS1116","ARS","517017-517265","0","XI"
"YKRCdelta12","YKRCdelta12","long_terminal_repeat","517453-517784","-","XI"
"tA(AGC)K2","tA(AGC)K2","tRNA_gene","517988-518060","+","XI"
"YKR040C","YKR040C","ORF","518063-518566","-","XI"
"YKR041W","YKR041W","ORF","518198-518950","+","XI"
"UTH1","YKR042W","ORF","519527-520624","+","XI"
"SHB17","YKR043C","ORF","520897-521712","-","XI"
"UIP5","YKR044W","ORF","522015-523346","+","XI"
"YKR045C","YKR045C","ORF","523418-523969","-","XI"
"PET10","YKR046C","ORF","524223-525074","-","XI"
"YKR047W","YKR047W","ORF","525257-525562","+","XI"
"NAP1","YKR048C","ORF","525387-526640","-","XI"
"FMP46","YKR049C","ORF","526830-527231","-","XI"
"TRK2","YKR050W","ORF","527815-530484","+","XI"
"YKR051W","YKR051W","ORF","530946-532202","+","XI"
"MRS4","YKR052C","ORF","532550-533464","-","XI"
"YSR3","YKR053C","ORF","534067-535281","-","XI"
"DYN1","YKR054C","ORF","535647-547925","-","XI"
"RHO4","YKR055W","ORF","548216-549091","+","XI"
"TRM2","YKR056W","ORF","549448-551367","+","XI"
"RPS21A","YKR057W","ORF","551657-552242","+","XI"
"GLG1","YKR058W","ORF","552770-554620","+","XI"
"TIF1","YKR059W","ORF","554987-556174","+","XI"
"UTP30","YKR060W","ORF","556518-557342","+","XI"
"KTR2","YKR061W","ORF","557677-558954","+","XI"
"SNR42","snR42","snoRNA_gene","559016-559366","-","XI"
"TFA2","YKR062W","ORF","559666-560652","+","XI"
"LAS1","YKR063C","ORF","560789-562297","-","XI"
"OAF3","YKR064W","ORF","562547-565138","+","XI"
"PAM17","YKR065C","ORF","565299-565892","-","XI"
"CCP1","YKR066C","ORF","566113-567198","-","XI"
"GPT2","YKR067W","ORF","567918-570149","+","XI"
"BET3","YKR068C","ORF","570328-570909","-","XI"
"MET1","YKR069W","ORF","571612-573393","+","XI"
"YKR070W","YKR070W","ORF","573574-574632","+","XI"
"DRE2","YKR071C","ORF","574934-575980","-","XI"
"SIS2","YKR072C","ORF","576435-578123","-","XI"
"YKR073C","YKR073C","ORF","578187-578507","-","XI"
"tK(UUU)K","tK(UUU)K","tRNA_gene","578965-579060","+","XI"
"AIM29","YKR074W","ORF","579209-579676","+","XI"
"YKR075C","YKR075C","ORF","579827-580750","-","XI"
"YKR075W-A","YKR075W-A","ORF","580212-580481","+","XI"
"ARS1118","ARS1118","ARS","581833-582070","0","XI"
"ECM4","YKR076W","ORF","582283-583395","+","XI"
"MSA2","YKR077W","ORF","583653-584744","+","XI"
"YKR078W","YKR078W","ORF","584952-586709","+","XI"
"TRZ1","YKR079C","ORF","586789-589305","-","XI"
"MTD1","YKR080W","ORF","590395-591357","+","XI"
"RPF2","YKR081C","ORF","591506-592540","-","XI"
"NUP133","YKR082W","ORF","592825-596298","+","XI"
"DAD2","YKR083C","ORF","596421-596822","-","XI"
"HBS1","YKR084C","ORF","597055-598890","-","XI"
"MRPL20","YKR085C","ORF","599094-599681","-","XI"
"PRP16","YKR086W","ORF","599857-603072","+","XI"
"OMA1","YKR087C","ORF","603195-604232","-","XI"
"TVP38","YKR088C","ORF","604405-605418","-","XI"
"TGL4","YKR089C","ORF","605633-608365","-","XI"
"PXL1","YKR090W","ORF","608946-611066","+","XI"
"SRL3","YKR091W","ORF","611525-612265","+","XI"
"ARS1120","ARS1120","ARS","612378-612463","0","XI"
"SRP40","YKR092C","ORF","612665-613885","-","XI"
"PTR2","YKR093W","ORF","615730-617535","+","XI"
"RPL40B","YKR094C","ORF","617996-618750","-","XI"
"MLP1","YKR095W","ORF","619805-625432","+","XI"
"PCC1","YKR095W-A","ORF","625864-626205","+","XI"
"ESL2","YKR096W","ORF","626793-630380","+","XI"
"PCK1","YKR097W","ORF","631152-632801","+","XI"
"UBP11","YKR098C","ORF","633026-635179","-","XI"
"BAS1","YKR099W","ORF","635851-638286","+","XI"
"SKG1","YKR100C","ORF","638901-639968","-","XI"
"SIR1","YKR101W","ORF","640540-642504","+","XI"
"ARS1123","ARS1123","ARS","642727-642973","0","XI"
"FLO10","YKR102W","ORF","646356-649865","+","XI"
"NFT1","YKR103W","ORF","653080-656736","+","XI"
"YKR104W","YKR104W","ORF","656836-657756","+","XI"
"VBA5","YKR105C","ORF","658716-660464","-","XI"
"GEX2","YKR106W","ORF","661442-663289","+","XI"
"YKRWomega1","YKRWomega1","long_terminal_repeat","665430-665668","+","XI"
"TEL11R","TEL11R","telomere","665904-666816","+","XI"
"TEL12L","TEL12L","telomere","1-12085","-","XII"
"YLL067C","YLL067C","ORF","585-4301","-","XII"
"YLL067W-A","YLL067W-A","ORF","843-1325","+","XII"
"YLL066W-B","YLL066W-B","ORF","5605-5775","+","XII"
"YLL066C","YLL066C","ORF","6120-9836","-","XII"
"YLL066W-A","YLL066W-A","ORF","6486-6968","+","XII"
"YLL065W","YLL065W","ORF","11726-12076","+","XII"
"PAU18","YLL064C","ORF","13083-13445","-","XII"
"AYT1","YLL063C","ORF","14648-16072","-","XII"
"MHT1","YLL062C","ORF","16639-17613","-","XII"
"MMP1","YLL061W","ORF","17956-19707","+","XII"
"GTT2","YLL060C","ORF","21138-21839","-","XII"
"YLL059C","YLL059C","ORF","22474-22980","-","XII"
"YLL058W","YLL058W","ORF","23569-25296","+","XII"
"JLP1","YLL057C","ORF","25756-26994","-","XII"
"YLL056C","YLL056C","ORF","27409-28305","-","XII"
"YCT1","YLL055W","ORF","30109-31704","+","XII"
"ARS1202","ARS1202","ARS","30209-31384","0","XII"
"YLL054C","YLL054C","ORF","32673-35204","-","XII"
"YLL053C","YLL053C","ORF","35503-35961","-","XII"
"AQY2","YLL052C","ORF","35912-36361","-","XII"
"FRE6","YLL051C","ORF","37333-39471","-","XII"
"COF1","YLL050C","ORF","39804-40414","-","XII"
"LDB18","YLL049W","ORF","40666-41205","+","XII"
"YBT1","YLL048C","ORF","41280-46265","-","XII"
"YLL047W","YLL047W","ORF","46672-47055","+","XII"
"RNP1","YLL046C","ORF","46714-47463","-","XII"
"RPL8B","YLL045C","ORF","47859-48629","-","XII"
"YLL044W","YLL044W","ORF","48216-48662","+","XII"
"FPS1","YLL043W","ORF","49938-51947","+","XII"
"ATG10","YLL042C","ORF","52087-52590","-","XII"
"SDH2","YLL041C","ORF","53131-53931","-","XII"
"VPS13","YLL040C","ORF","54211-63645","-","XII"
"UBI4","YLL039C","ORF","64062-65207","-","XII"
"ENT4","YLL038C","ORF","65775-66518","-","XII"
"YLL037W","YLL037W","ORF","66562-66942","+","XII"
"PRP19","YLL036C","ORF","66745-68256","-","XII"
"GRC3","YLL035W","ORF","68580-70478","+","XII"
"RIX7","YLL034C","ORF","70633-73146","-","XII"
"IRC19","YLL033W","ORF","73409-74101","+","XII"
"YLL032C","YLL032C","ORF","74270-76747","-","XII"
"GPI13","YLL031C","ORF","77152-80205","-","XII"
"RRT7","YLL030C","ORF","80356-80697","-","XII"
"FRA1","YLL029W","ORF","81461-83710","+","XII"
