Gene ID	Entrez Gene ID	Gene Symbol	Gene Name	Organism	Unigene ID	Ensembl ID	UniProt ID	Alias	Lifespan Effect	Phenotype Description	Longevity Influence	Max Lifespan Change	Avg Lifespan Change	Method	Bibliographic reference
632	851887	SSD1	Ssd1p	Saccharomyces cerevisiae		YDR293C		CLA1 MCS1 RLT1 SRK1	increase	Overexpression increased lifespan longevity by 50%, independently of Sir2, although Sir2 further extends lifespan.	pro		50	Overexpression	2365: Kaeberlein et al. (2004) "Saccharomyces cerevisiae SSD1-V confers longevity by a Sir2p-independent mechanism."  Genetics 166(4):1661-1672 (15126388)
632	851887	SSD1	Ssd1p	Saccharomyces cerevisiae		YDR293C		CLA1 MCS1 RLT1 SRK1	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
632	851887	SSD1	Ssd1p	Saccharomyces cerevisiae		YDR293C		CLA1 MCS1 RLT1 SRK1	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
632	851887	SSD1	Ssd1p	Saccharomyces cerevisiae		YDR293C		CLA1 MCS1 RLT1 SRK1	increase	Replicative lifespan increase by 50%	anti		50	Deletion	2537: Li et al. (2009) "Budding yeast SSD1-V regulates transcript levels of many longevity genes and extends chronological life span in purified quiescent cells."  Mol. Biol. Cell 20(17):3851-3864 (19570907)
674	9164870	TLC1		Saccharomyces cerevisiae					increase	Overexpression extends lifespan approximately by 20%.	pro		20	Overexpression	2371: Austriaco and Guarente (1997) "Changes of telomere length cause reciprocal changes in the lifespan of mother cells in Saccharomyces cerevisiae."  Proc. Natl. Acad. Sci. U.S.A. 94(18):9768-9772 (9275199)
674	9164870	TLC1		Saccharomyces cerevisiae					decrease	Decreased replicative lifespan	pro			Deletion	2529: Nugent et al. (1996) "Cdc13p: a single-strand telomeric DNA-binding protein with a dual role in yeast telomere maintenance."  Science 274(5285):249-252 (8824190)
700	852471	UMP1	Ump1p	Saccharomyces cerevisiae		YBR173C		RNS2	increase	Overexpression caused an enhanced preservation of proteasome-mediated protein degradation and enhanced viability during stationary-phase ageing.	pro			Overexpression	2374: Chen et al. (2006) "Ump1 extends yeast lifespan and enhances viability during oxidative stress: central role for the proteasome?"  Free Radic. Biol. Med. 40(1):120-126 (16337885)
700	852471	UMP1	Ump1p	Saccharomyces cerevisiae		YBR173C		RNS2	decrease	Ump1 mutants exhibit reduced replicative lifespan.	fitness		32	Deletion	3563: Kruegel et al. (2011) "Elevated proteasome capacity extends replicative lifespan in Saccharomyces cerevisiae."  PLoS Genet. 7(9):e1002253 (21931558)
775	852557	MTC4	Mtc4p	Saccharomyces cerevisiae		YBR255W			increase	Deletion increased mean replicative lifespan by 30%.	anti		30	Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
775	852557	MTC4	Mtc4p	Saccharomyces cerevisiae		YBR255W			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
775	852557	MTC4	Mtc4p	Saccharomyces cerevisiae		YBR255W			increase	Replicative lifespan increased by 30% in the alpha and a strains 	anti		30	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
776	855328	YKU70	Subunit of the telomeric Ku complex (Yku70p-Yku80p)	Saccharomyces cerevisiae		YMR284W		HDF1 NES24	decrease	Mutants had a shorter lifespan.	fitness			Mutation	200: Kaeberlein et al. (1999) "The SIR2/3/4 complex and SIR2 alone promote longevity in Saccharomyces cerevisiae by two different mechanisms."  Genes Dev. 13(19):2570-2580 (10521401)
776	855328	YKU70	Subunit of the telomeric Ku complex (Yku70p-Yku80p)	Saccharomyces cerevisiae		YMR284W		HDF1 NES24	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
777	855132	YKU80	Subunit of the telomeric Ku complex (Yku70p-Yku80p)	Saccharomyces cerevisiae		YMR106C		HDF2	decrease	Mutants had a shorter lifespan.	fitness			Mutation	200: Kaeberlein et al. (1999) "The SIR2/3/4 complex and SIR2 alone promote longevity in Saccharomyces cerevisiae by two different mechanisms."  Genes Dev. 13(19):2570-2580 (10521401)
1739	856524	NDT80	Ndt80p	Saccharomyces cerevisiae		YHR124W			increase	Transient NDT80 expression extends the replicative life span of vegetatively growing aged cells.	pro			Transient expression	2541: Unal et al. (2011) "Gametogenesis eliminates age-induced cellular damage and resets life span in yeast."  Science 332(6037):1554-1557 (21700873)
1015	852846	PNC1	Pyrazinamidase and NiCotinamidase	Saccharomyces cerevisiae		YGL037C			increase	Increased expression of PNC1 is both necessary and sufficient for replicative lifespan extension by calorie restriction and low-intensity stress. under non-stressing conditions (2% glucose, 30C), a strain with additional copies of PNC1 (5XPNC1) had 70% longer replicative lifespan than the wild type and some cells lived for more than 70 divisions.Neither calorie restriction nor heat stress further increased the lifespan of the 5XPNC1 strain. 	pro		70	Overexpression	2499: Anderson et al. (2003) "Nicotinamide and PNC1 govern lifespan extension by calorie restriction in Saccharomyces cerevisiae."  Nature 423(6936):181-185 (12736687)
1015	852846	PNC1	Pyrazinamidase and NiCotinamidase	Saccharomyces cerevisiae		YGL037C			decrease	Chronological lifespan decreased	pro			Deletion	2510: Tahara et al. (2007) "Dihydrolipoyl dehydrogenase as a source of reactive oxygen species inhibited by caloric restriction and involved in Saccharomyces cerevisiae aging."  FASEB J. 21(1):274-283 (17110466)
1015	852846	PNC1	Pyrazinamidase and NiCotinamidase	Saccharomyces cerevisiae		YGL037C			increase	PNC1 overexpression suppresses the inhibitory effect of exogenously added NAM on silencing, life span, and Hst1-mediated transcriptional repression.	pro			Overexpression	2524: Gallo et al. (2004) "Nicotinamide clearance by Pnc1 directly regulates Sir2-mediated silencing and longevity."  Mol. Cell. Biol. 24(3):1301-1312 (14729974)
1016	855222	ADD37	Alpha1-proteinase inhibitor-Degradation Deficient	Saccharomyces cerevisiae		YMR184W			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1016	855222	ADD37	Alpha1-proteinase inhibitor-Degradation Deficient	Saccharomyces cerevisiae		YMR184W			decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1017	853629	ADD66	Alpha1-proteinase inhibitor-Degradation Deficient	Saccharomyces cerevisiae		YKL206C		PBA2 POC2	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1018	853118	ADE3	ADEnine requiring	Saccharomyces cerevisiae		YGR204W			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1018	853118	ADE3	ADEnine requiring	Saccharomyces cerevisiae		YGR204W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1019	855349	ADH2	Alcohol DeHydrogenase	Saccharomyces cerevisiae		YMR303C		ADR2	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1019	855349	ADH2	Alcohol DeHydrogenase	Saccharomyces cerevisiae		YMR303C		ADR2	increase	Knockout of ADH2 results in an extended chronological median lifespan.	anti		60	Knockout	3519: Yizhak et al. (2013) "Model-based identification of drug targets that revert disrupted metabolism and its application to ageing."  Nat Commun 4:2632 (24153335)
1020	855086	AEP1	ATPase ExPression	Saccharomyces cerevisiae		YMR064W		NCA1	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1020	855086	AEP1	ATPase ExPression	Saccharomyces cerevisiae		YMR064W		NCA1	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1020	855086	AEP1	ATPase ExPression	Saccharomyces cerevisiae		YMR064W		NCA1	increase	The life span of cbs1D, cbp6D, suv3D, dss1D, pet122D, pet309D, and aep1D mutants was examined to check if the absence of members of the MTC module other than Sov1p leads to life span extension. Indeed, all those mutants were long-lived.	anti		30	Mutation	3272: Caballero et al. (2011) "Absence of mitochondrial translation control proteins extends life span by activating sirtuin-dependent silencing."  Mol. Cell 42(3):390-400 (21549315)
1021	853543	AIM24	Altered Inheritance rate of Mitochondria	Saccharomyces cerevisiae		YJR080C		FMP26	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1022	852455	AMN1	Antagonist of Mitotic exit Network	Saccharomyces cerevisiae		YBR158W		CST13 ICS4	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1023	853374	ARG2	ARGinine requiring	Saccharomyces cerevisiae		YJL071W		HRB574	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1024	856173	ARO7	AROmatic amino acid requiring	Saccharomyces cerevisiae		YPR060C		HGS1 OSM2 TYR7	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1025	854676	ASG1	Activator of Stress Genes	Saccharomyces cerevisiae		YIL130W			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1027	856004	ATG21	AuTophaGy related	Saccharomyces cerevisiae		YPL100W		HSV1 MAI1	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1028	856137	ATH1	Acid TreHalase	Saccharomyces cerevisiae		YPR026W			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1029	853457	AVT1	Amino acid Vacuolar Transport	Saccharomyces cerevisiae		YJR001W			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1030	852360	BAP2	Branched-chain Amino acid Permease	Saccharomyces cerevisiae		YBR068C			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1031	853350	BCK1	Bypass of C Kinase	Saccharomyces cerevisiae		YJL095W		LAS3 SAP3 SLK1 SSP31	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1031	853350	BCK1	Bypass of C Kinase	Saccharomyces cerevisiae		YJL095W		LAS3 SAP3 SLK1 SSP31	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1032	851981	BCS1	ubiquinol-cytochrome c reductase (bc1) Synthesis	Saccharomyces cerevisiae		YDR375C			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
